Name,Rating,Address,Reviews
Mesiba,4.3,"353 Bedford Ave, Brooklyn, NY 11211","[""We went on a Friday night for International Women's Day with a reservation. We had to wait about 15 minutes but they were great and even offered to comp our..."", 'Full disclosure:  I ended up here because I stayed at Moxy Williamsburg-Brooklyn and they had a deal for two free cocktails at this restaurant (Moxy failed...', 'Food: 5 stars\nI had the charred octopus, fluke crudo with the fresh hot bread which I ate b4 remembering to take a photo, and the crispy friend branzino (or...']"
Rosticceria Evelina,4.7,"455 Myrtle Ave, Brooklyn, NY 11205","[""Best vibes, most delicious burger !!! I loved my server. We had so much fun and I'll be back for this 5 star burger many more times."", ""I LOVE this place!! The perfect addition to the neighborhood with excellent food, service, and atmosphere. \n\nThere wasn't a single dish that didn't impress,..."", ""One of the best meals I've had in a long time. From the chicken, the pizza, the cocktails, the gorgeous atmosphere and impeccable service, this is one of...""]"
Little Owl,4.2,"90 Bedford St, New York, NY 10014","['After all these years, the Little Owl continues to be the gem of the west village. Our server was delightful; very friendly, attentive, and shared good food...', 'What better way to end a sad week than to snuggle into this cozy gem for an uplifting meal. \nBeautiful Nobilio red wine, a squash risotto which was so out...', ""Had a lovely birthday dinner here while on a weekend trip up to the city. The service was notably excellent throughout.\n\nI'd thought the bottle of wine...""]"
Miss Ada,4.4,"184 Dekalb Ave, Brooklyn, NY 11205","[""all around incredible. A bit of a hike if you aren't from the area, but the ambiance inside is wonderful -- they have a fabulous playlist, the tables aren't..."", 'Came here for brunch and had a great time \n\nPros:\n- One of the best chai lattes around, would go back just for this\n- Sat at the bar and the barista was...', 'Had an incredible meal here last night with some friends. Everything we ate was fantastic.\n\nThe crowd favorite which was a last minute edition to our...']"
Mama Lee - Williamsburg,4.5,"66 Grand St, Brooklyn, NY 11249","[""Had a great lunch today with my partner: leftovers from last night's dinner at Mama Lee - Lu Rou Fan, 3 Cup Chicken and a pork cilantro cucumber dish (whose..."", ""I have nothing but good things to say about Mama Lee! When we first arrived, we were skeptical of the authenticity as it's located in a pretty hip, open..."", 'Mama Lee has some of the best service in Williamsburg! She was so kind and kept checking in on my party during our meal. The restaurant is very modern and...']"
Ampersand,4.3,"294 3rd Ave, New York, NY 10010","['This place is really a winner (and sorry to sideswipe, but much better than neighboring Globe Bar). Exceptionally crafted cocktails, and an adorable rustic...', 'Went to Ampersand on a Saturday evening around 9:30/10 with one other person. Based on other reviews I had expected (and was dreading) a wait but was...', 'Went out with the hubby to meet up a friend visiting from out of town. It was a Thursday night around 7:30pm. The place was full, but not overly packed. We...']"
Carlotto,4.5,"100 E 19th St, New York, NY 10003","['Amazing service. The staff, especially the bartenders (Michael and Jose), not only remembered us but recommend food and drinks that far exceeded all of our...', 'Went here for a girls dinner and sat at the bar- we had an absolutely delicious meal and even better service! Michael was a delight and enhanced our...', ""I came here for restaurant week with a friend. The restaurant is beautiful and inviting. It's very easy to sit for hours chatting.\n\nThe service here is...""]"
Thai Villa,4.4,"5 E 19th St, G Floor, New York, NY 10003","['Thai Villa is a lovely spot for a great Thai meal. My friend and I dropped by and absolutely loved the ambiance. The menu has your typical Thai classics but...', ""The thing I love the most about Thai Villa is the ambience - it's beautifully designed with a warm interior, making any occasion feel special. The..."", 'I was visiting from out of town and my sister suggested we should check out this restaurant because she has been to their sister restaurant and loved their...']"
DOMODOMO - New York,4.2,"140 W Houston St, New York, NY 10012","[""I came here for my birthday with my family. I've been to many sushi restaurants but this place is by far the best. The fish was superb quality and very..."", 'Came in on a whim Sunday evening right when they opened with 3 of my other friends. They were able to seat us right away! \n\nAll in all, we were pleasantly...', ""Small space but you don't feel crowded, 1st hand roll spot nyc very quiet music is not loud they have a bigger room in the back for larger groups \nClean...""]"
The Fulton by Jean-Georges,3.6,"89 South St, New York, NY 10038","['What a great culinary experience! The Fulton is a high level restaurant offering great service and delicious dishes. I love their menu, everything on the...', 'I was wowed by the overall ambiance of this restaurant. It has a beautiful view of the water and is so tastefully decorated. It also somehow felt fancy,...', 'A night to remember. We ordered the set menu, and I was consistently delighted at the quality of each of the dishes, as well as the concepts and unique...']"
The Paris Cafe,3.9,"119 South St, New York, NY 10038","[""cute place if you're not in a hurry.  staff is definitely not in a rush when making a latte"", 'While I was looking/hoping for a more authentic French menu, Paris Cafe still hit the spot with good food and drink in a nice setting. Servers were...', 'We walked in without reservations and were seated very quickly. \nThe restaurant was full of people and really jamming. \nThey sat us next to a loud larger...']"
Artesano Peruvian Cuisine,4.5,"90 Chambers St, New York, NY 10007","['Easy to get a reservation, vibes were 10/10, decor was gorgeous, and food was superb. Perfect experience! \n\nI especially loved the Artesano Ceviche. I think...', ""I've always been a fan of pisco sours so when I saw an insta ad for this place, I thought to myself that I must go. Reservations were not hard to make. It's..."", 'We came here to have a Pre Valentine celebration. We always like to try  new Peruvian places, to see if they have the authentic flavor or not. \n\nThis place...']"
Taku Sando,4.3,"29 Greenpoint Ave, Brooklyn, NY 11222","['I would say this is a hole in the wall but it seems all the restaurants here have a small front.  Once inside you can tell the owner put a lot of thought...', ""The sandwiches were really good I like the Katsu sandwiches the best. \n\nI believe they could improve the flavor of the egg salad sando. It's a bit bland I..."", 'The wait in line was long for sure, especially since I went during the weekend. It was around 4:30 PM, and I probably waited 30 minutes in line and 20...']"
Selo,4.8,"33-05 Broadway, Astoria, NY 11106","['A lovely Croatian restaurant!\nThe Istrian gnocchi was incredibly indulgent. Soft and chewy gnocchi bathed in luxurious cheese.\nThe burek was so light and...', 'Great spot, delicious food and reasonably priced. \nI had the Greek salad which was fresh and light. Just the right amount of feta. We also had stuffed...', 'Selo really exceeded my expectations! The food here was delicious and very hearty. The waitress was nice and the ambiance made me feel very comfortable....']"
Jack's Wife Freda,3.8,"258 Wythe Ave, New York, NY 11249","['This is one of the most kid friendly place in the neighborhood. The staff are always so friendly and so sweet to my little boy. They give stickers, crayons,...', '- Way too expensive with small portions; the cost to portion size is a joke\n- We ordered the $15 fried zucchini chips to compensate for the small portions,...', 'Came here for brunch and was excited to try it given that it seemed quite popular, but sadly I left feeling like it was overpriced for what we got. My...']"
Trapizzino,4.4,"144 Orchard St, New York, NY 10002","['I first heard about Trapizzino when my parents came home from Rome and told me about the delicious triangle pizza pocket they had eaten during their...', 'Mmmm, Roman street food. Crispy focaccia stuffed with savory fillings. I love when my food comes in pockets.\n\n- Pollo Alla Cacciatora: For the ""white sauce""...', ""This place was unlike any Italian place I've been before. Their trapizzini pizza pockets were the star of the show. I was surprised the kind waitress didn't...""]"
Lindens,4.7,"2 Renwick St, New York, NY 10013","['Levy helped us out today, what a nice guy!! definitely coming back. Thankyou  and greetings from the Netherlands!!', ""I absolutely LOVED Lindens! I've heard a few people speak very highly of it and now I completely understand why. The restaurant is impeccably decorated and..."", 'Renwick hospitality and the Arlo hotels do it again!\nWonderful, seasonal fare and cozy vibes at Lindens.\nThe menu changes often which is both good and also...']"
Double Chicken Please,4.4,"115 Allen St, New York, NY 10002","[""The mystique of DCP and its two-room system are almost as legendary as the cocktails in The Coop itself. If you don't have a reservation and find yourself..."", 'Excellent drinks! \n\nGo early to get in-line. We came 30 minutes earlier and barely made it in. \n\nThe service was fantastic. Our waiter took his time and got...', ""The most interesting and unique drinks I've had at a bar. Would definitely recommend, even if you're not that into alcoholic drinks. \n\nI had a reservation...""]"
